,east,west,dmi
1900-01-01,0.009394131807470204,-0.9205521489107538,-0.9299462807182239
1900-02-01,0.3030720111776941,0.35970732383661386,0.056635312658919745
1900-03-01,0.384547106344701,0.5340682936003686,0.14952118725566754
1900-04-01,0.2750388471940564,-0.1104315085350149,-0.3854703557290713
1900-05-01,-0.3350249138340977,0.1502850420336744,0.48530995586777215
1900-06-01,-0.4142538162802857,0.2999149382066138,0.7141687544868995
1900-07-01,-0.35159558544424785,-0.08905911053218493,0.2625364749120629
1900-08-01,0.039174065197852805,-0.7057349302497432,-0.744908995447596
1900-09-01,0.23995435938040943,-0.9583070776867861,-1.1982614370671956
1900-10-01,0.13184618257868277,-0.8473809104655378,-0.9792270930442205
1900-11-01,0.7428663634971383,0.22052963636466621,-0.5223367271324721
1900-12-01,0.7422905720549424,0.5511877814788857,-0.19110279057605672
1901-01-01,-0.010170655302099133,0.06161010058283136,0.07178075588493049
1901-02-01,-0.6462565529399896,-0.7218671010307222,-0.07561054809073253
1901-03-01,-0.5581628866690018,-0.43395824556304774,0.12420464110595408
1901-04-01,-0.3508888772109837,-0.21463904068289602,0.1362498365280877
1901-05-01,-0.5704933088795681,-1.1682262277819855,-0.5977329189024174
1901-06-01,-0.8802084951555924,-1.7011161873327398,-0.8209076921771474
1901-07-01,-0.8600254898659809,-1.692691894568762,-0.832666404702781
1901-08-01,-0.5103127995337391,-1.4307196923467653,-0.9204068928130262
1901-09-01,-0.885384557172807,-2.0810368335835103,-1.1956522764107034
1901-10-01,-0.9276343149123955,-1.7641221681449757,-0.8364878532325802
1901-11-01,-0.9248680916048336,-1.8717288186488164,-0.9468607270439827
1901-12-01,-0.9104248178495349,-1.8857200905219342,-0.9752952726723993
1902-01-01,-0.9316066697672925,-2.1059489367071653,-1.1743422669398729
1902-02-01,-1.419865690824513,-2.2467327798215337,-0.8268670889970207
1902-03-01,-1.358500869396525,-2.034490417388237,-0.6759895479917122
1902-04-01,-1.1413353690578318,-1.513063735737839,-0.3717283666800071
1902-05-01,-0.7333028848824362,-1.3474839822141569,-0.6141810973317207
1902-06-01,-0.9261748351304914,-0.6270718206930556,0.2991030144374358
1902-07-01,-1.3197252553902725,0.2817818133339395,1.601507068724212
1902-08-01,-1.705619467757609,0.08070358070772758,1.7863230484653367
1902-09-01,-2.1309850926318727,-0.036635654006635404,2.0943494386252373
1902-10-01,-2.40775773525922,-0.33710872939175157,2.0706490058674683
1902-11-01,-1.7597171950888275,-0.16292557941734456,1.596791615671483
1902-12-01,-0.7222682964649382,-0.6063805302588138,0.1158877662061244
1903-01-01,-0.04315441349611321,-0.6260710226728587,-0.5829166091767455
1903-02-01,-0.30267270793773426,-0.8207785564200247,-0.5181058484822905
1903-03-01,-0.5431801872468038,-0.941861635941179,-0.39868144869437516
1903-04-01,-1.1470811615546943,-1.416328486434788,-0.26924732488009373
1903-05-01,-1.400905787777377,-1.1715194246027747,0.22938636317460226
1903-06-01,-0.8262780503907379,-0.61181911962835,0.21445893076238787
1903-07-01,-0.4442192151246824,-0.9723484215583481,-0.5281292064336658
1903-08-01,-0.9511387276790965,-0.672802962041856,0.2783357656372405
